Name;Title;Co-Authors;Pagintation;Published;Venue
Gérard Duchamp;SEA: A Symbolic Environment for Automata Theory.;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Marianne Flouret, Éric Laugerotte;[<span itemprop="pagination">13-26</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Marianne Flouret;SEA: A Symbolic Environment for Automata Theory.;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Gérard Duchamp, Éric Laugerotte;[<span itemprop="pagination">13-26</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Éric Laugerotte;SEA: A Symbolic Environment for Automata Theory.;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Gérard Duchamp, Marianne Flouret;[<span itemprop="pagination">13-26</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Anne Bergeron;Analysis of Reactive Systems with n Timers.;Riccardo Catalano;[<span itemprop="pagination">27-38</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Riccardo Catalano;Analysis of Reactive Systems with n Timers.;Anne Bergeron;[<span itemprop="pagination">27-38</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Beatrix Braune;Animation of the Generation and Computation of Finite Automata for Learning Software.;Stephan Diehl, Andreas Kerren, Reinhard Wilhelm;[<span itemprop="pagination">39-47</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Stephan Diehl;Animation of the Generation and Computation of Finite Automata for Learning Software.;Beatrix Braune, Andreas Kerren, Reinhard Wilhelm;[<span itemprop="pagination">39-47</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Andreas Kerren;Animation of the Generation and Computation of Finite Automata for Learning Software.;Beatrix Braune, Stephan Diehl, Reinhard Wilhelm;[<span itemprop="pagination">39-47</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Reinhard Wilhelm;Animation of the Generation and Computation of Finite Automata for Learning Software.;Beatrix Braune, Stephan Diehl, Andreas Kerren;[<span itemprop="pagination">39-47</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Cristian Calude;Metric Lexical Analysis.;Kai Salomaa, Sheng Yu;[<span itemprop="pagination">48-59</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Kai Salomaa;Metric Lexical Analysis.;Cristian Calude, Sheng Yu;[<span itemprop="pagination">48-59</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Sheng Yu;Metric Lexical Analysis.;Cristian Calude, Kai Salomaa;[<span itemprop="pagination">48-59</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Cezar Câmpeanu;State Complexity of Basic Operations on Finite Languages.;Karel Culík II, Kai Salomaa, Sheng Yu;[<span itemprop="pagination">60-70</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Karel Culík II;State Complexity of Basic Operations on Finite Languages.;Cezar Câmpeanu, Kai Salomaa, Sheng Yu;[<span itemprop="pagination">60-70</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Kai Salomaa;State Complexity of Basic Operations on Finite Languages.;Cezar Câmpeanu, Karel Culík II, Sheng Yu;[<span itemprop="pagination">60-70</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Sheng Yu;State Complexity of Basic Operations on Finite Languages.;Cezar Câmpeanu, Karel Culík II, Kai Salomaa;[<span itemprop="pagination">60-70</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Jan Daciuk;Treatment of Unknown Words.;;[<span itemprop="pagination">71-80</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Mark G. Eramian;Computing Entropy Maps of Finite-Automaton-Encoded Binary Images.;;[<span itemprop="pagination">81-90</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Dora Giammarresi;Thompson Digraphs: A Characterization.;Jean-Luc Ponty, Derick Wood;[<span itemprop="pagination">91-100</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Jean-Luc Ponty;Thompson Digraphs: A Characterization.;Dora Giammarresi, Derick Wood;[<span itemprop="pagination">91-100</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Derick Wood;Thompson Digraphs: A Characterization.;Dora Giammarresi, Jean-Luc Ponty;[<span itemprop="pagination">91-100</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Helmut Jürgensen;Finite Automata Encoding Geometric Figures.;Ludwig Staiger;[<span itemprop="pagination">101-108</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Ludwig Staiger;Finite Automata Encoding Geometric Figures.;Helmut Jürgensen;[<span itemprop="pagination">101-108</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
George Anton Kiraz;Compressed Storage of Sparse Finite-State Transducers.;;[<span itemprop="pagination">109-121</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Gertjan van Noord;An Extendible Regular Expression Compiler for Finite-State Approaches in Natural Language Processing.;Dale Gerdemann;[<span itemprop="pagination">122-139</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Dale Gerdemann;An Extendible Regular Expression Compiler for Finite-State Approaches in Natural Language Processing.;Gertjan van Noord;[<span itemprop="pagination">122-139</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Gheorghe Paun;Multiset Processing by Means of Systems of Finite State Transducers.;Gabriel Thierrin;[<span itemprop="pagination">140-157</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Gabriel Thierrin;Multiset Processing by Means of Systems of Finite State Transducers.;Gheorghe Paun;[<span itemprop="pagination">140-157</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Markus Seuring;A Structural Method for Output Compaction of Sequential Automata Implemented as Circuits.;Michael Gössel;[<span itemprop="pagination">158-163</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Michael Gössel;A Structural Method for Output Compaction of Sequential Automata Implemented as Circuits.;Markus Seuring;[<span itemprop="pagination">158-163</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
A. N. Trahtman;An Algorithm to Verify Local Threshold Testability of Deterministic Finite Automata.;;[<span itemprop="pagination">164-173</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Bruce W. Watson;A Taxonomy of Algorithms for Constructing Minimal Acyclic Deterministic Finite Automata.;;[<span itemprop="pagination">174-182</span>];[<meta content="1999" itemprop="datePublished"/>];<title>dblp: WIA 1999</title>
Sebastian Maneth;Static Garbage Collection.;;[<span itemprop="pagination">3-9</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Alexander Okhotin;Graph-Walking Automata: From Whence They Come, and Whither They are Bound.;;[<span itemprop="pagination">10-29</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Robert Bakaric;Enumerated Automata Implementation of String Dictionaries.;Damir Korencic, Strahil Ristov;[<span itemprop="pagination">33-44</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Damir Korencic;Enumerated Automata Implementation of String Dictionaries.;Robert Bakaric, Strahil Ristov;[<span itemprop="pagination">33-44</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Strahil Ristov;Enumerated Automata Implementation of String Dictionaries.;Robert Bakaric, Damir Korencic;[<span itemprop="pagination">33-44</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Gilad Baruch;New Approaches for Context Sensitive Flash Codes.;Shmuel T. Klein, Dana Shapira;[<span itemprop="pagination">45-57</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Shmuel T. Klein;New Approaches for Context Sensitive Flash Codes.;Gilad Baruch, Dana Shapira;[<span itemprop="pagination">45-57</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Dana Shapira;New Approaches for Context Sensitive Flash Codes.;Gilad Baruch, Shmuel T. Klein;[<span itemprop="pagination">45-57</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Anguraj Baskar;Dolev-Yao Theory with Associative Blindpair Operators.;R. Ramanujam, S. P. Suresh;[<span itemprop="pagination">58-69</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
R. Ramanujam;Dolev-Yao Theory with Associative Blindpair Operators.;Anguraj Baskar, S. P. Suresh;[<span itemprop="pagination">58-69</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
S. P. Suresh;Dolev-Yao Theory with Associative Blindpair Operators.;Anguraj Baskar, R. Ramanujam;[<span itemprop="pagination">58-69</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Simon Beier;Semi-linear Lattices and Right One-Way Jumping Finite Automata (Extended Abstract).;Markus Holzer;[<span itemprop="pagination">70-82</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Markus Holzer;Semi-linear Lattices and Right One-Way Jumping Finite Automata (Extended Abstract).;Simon Beier;[<span itemprop="pagination">70-82</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Johanna Björklund;Z-Automata for Compact and Direct Representation of Unranked Tree Languages.;Frank Drewes, Giorgio Satta;[<span itemprop="pagination">83-94</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Frank Drewes;Z-Automata for Compact and Direct Representation of Unranked Tree Languages.;Johanna Björklund, Giorgio Satta;[<span itemprop="pagination">83-94</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Giorgio Satta;Z-Automata for Compact and Direct Representation of Unranked Tree Languages.;Johanna Björklund, Frank Drewes;[<span itemprop="pagination">83-94</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Angelo Borsotti;A Benchmark Production Tool for Regular Expressions.;Luca Breveglieri, Stefano Crespi-Reghizzi, Angelo Morzenti;[<span itemprop="pagination">95-107</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Luca Breveglieri;A Benchmark Production Tool for Regular Expressions.;Angelo Borsotti, Stefano Crespi-Reghizzi, Angelo Morzenti;[<span itemprop="pagination">95-107</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Stefano Crespi-Reghizzi;A Benchmark Production Tool for Regular Expressions.;Angelo Borsotti, Luca Breveglieri, Angelo Morzenti;[<span itemprop="pagination">95-107</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Angelo Morzenti;A Benchmark Production Tool for Regular Expressions.;Angelo Borsotti, Luca Breveglieri, Stefano Crespi-Reghizzi;[<span itemprop="pagination">95-107</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Shuhei Denzumi;New Algorithms for Manipulating Sequence BDDs.;;[<span itemprop="pagination">108-120</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Akio Fujiyoshi;A Simple Extension to Finite Tree Automata for Defining Sets of Labeled, Connected Graphs.;Daniel Prusa;[<span itemprop="pagination">121-132</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Daniel Prusa;A Simple Extension to Finite Tree Automata for Defining Sets of Labeled, Connected Graphs.;Akio Fujiyoshi;[<span itemprop="pagination">121-132</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Zoltán Fülöp;Composition Closure of Linear Weighted Extended Top-Down Tree Transducers.;Andreas Maletti;[<span itemprop="pagination">133-145</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Andreas Maletti;Composition Closure of Linear Weighted Extended Top-Down Tree Transducers.;Zoltán Fülöp;[<span itemprop="pagination">133-145</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Yo-Sub Han;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;Hwee Kim, Yusei Masuda, Shinnosuke Seki;[<span itemprop="pagination">146-157</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Hwee Kim;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;Yo-Sub Han, Yusei Masuda, Shinnosuke Seki;[<span itemprop="pagination">146-157</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Yusei Masuda;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;Yo-Sub Han, Hwee Kim, Shinnosuke Seki;[<span itemprop="pagination">146-157</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Shinnosuke Seki;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;Yo-Sub Han, Hwee Kim, Yusei Masuda;[<span itemprop="pagination">146-157</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Michal Hospodár;Descriptional Complexity of Power and Positive Closure on Convex Languages.;;[<span itemprop="pagination">158-170</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Stavros Konstantinidis;Partitioning a Symmetric Rational Relation into Two Asymmetric Rational Relations.;Mitja Mastnak, Juraj Sebej;[<span itemprop="pagination">171-183</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Mitja Mastnak;Partitioning a Symmetric Rational Relation into Two Asymmetric Rational Relations.;Stavros Konstantinidis, Juraj Sebej;[<span itemprop="pagination">171-183</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Juraj Sebej;Partitioning a Symmetric Rational Relation into Two Asymmetric Rational Relations.;Stavros Konstantinidis, Mitja Mastnak;[<span itemprop="pagination">171-183</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Stavros Konstantinidis;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;Nelma Moreira, João Pires, Rogério Reis;[<span itemprop="pagination">184-196</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Nelma Moreira;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;Stavros Konstantinidis, João Pires, Rogério Reis;[<span itemprop="pagination">184-196</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
João Pires;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;Stavros Konstantinidis, Nelma Moreira, Rogério Reis;[<span itemprop="pagination">184-196</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Rogério Reis;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;Stavros Konstantinidis, Nelma Moreira, João Pires;[<span itemprop="pagination">184-196</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Martin Kutrib;Input-Driven Multi-counter Automata.;Andreas Malcher, Matthias Wendlandt;[<span itemprop="pagination">197-208</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
Andreas Malcher;Input-Driven Multi-counter Automata.;Martin Kutrib, Matthias Wendlandt;[<span itemprop="pagination">197-208</span>];[<meta content="2019" itemprop="datePublished"/>];<title>dblp: CIAA 2019</title>
